id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage
theta-token,THETA,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.19,1189206137.0,67,1189206137,20005500,1.2,1.14,0.04451203,3.88084,40226957.0,3.5011,1000000000.0,1000000000.0,1000000000.0,15.72,-92.45414,2021-04-16 13:15:11.190000+00:00,0.04039979,2836.12478,2020-03-13 02:24:16.483000+00:00,2024-09-09 19:10:39.962000+00:00,6.943209739469413,usd,694.3209739469413
mantle-staked-ether,METH,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2436.91,1178562204.0,68,1178562204,7981063,2449.4,2364.53,60.46,2.5443,27200060.0,2.36242,483632.49,483632.49,,4729.53,-48.48518,2024-03-27 05:26:27.333000+00:00,2142.02,13.74364,2023-12-18 10:41:32.686000+00:00,2024-09-09 19:10:54.257000+00:00,0.0,N/A,0.0
bonk,BONK,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.0,1173677269.0,69,1579998645,143057909,1.695e-05,1.604e-05,7.3167e-07,4.52312,49207985.0,4.37611,69474461693558.48,93526183276778.0,93526183276778.0,4.547e-05,-62.86636,2024-03-04 17:05:29.594000+00:00,8.6142e-08,19501.23604,2022-12-29 22:48:46.755000+00:00,2024-09-09 19:10:51.476000+00:00,0.0,N/A,0.0
solv-btc,SOLVBTC,Solv Protocol Solvbtc,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,56573.0,1081131991.0,70,1081131991,420421,56587.0,54239.0,2194.91,4.03634,35266183.0,3.37196,19134.58,19134.58,21000000.0,70898.0,-20.27969,2024-06-05 16:15:24.629000+00:00,49058.0,15.21083,2024-08-05 06:28:45.311000+00:00,2024-09-09 19:08:58.844000+00:00,0.0,N/A,0.0
quant-network,QNT,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,72.39,1052695189.0,71,1057639904,41522814,73.25,68.07,3.83,5.59139,54261654.0,5.43468,14544176.16,14612493.0,14612493.0,427.42,-83.05479,2021-09-11 09:15:00.668000+00:00,0.215773,33466.54032,2018-08-23 00:00:00+00:00,2024-09-09 19:10:55.577000+00:00,12.327199678386489,eth,1232.7199678386487
algorand,ALGO,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.13,1048875609.0,72,1048875621,52979150,0.128295,0.124093,0.0030114,2.41707,22575747.0,2.19972,8232566782.94,8232566877.14,10000000000.0,3.56,-96.43038,2019-06-20 14:51:19.480000+00:00,0.087513,45.25705,2023-09-11 19:42:08.247000+00:00,2024-09-09 19:10:52.106000+00:00,-0.9468332143249346,usd,-94.68332143249346
pyth-network,PYTH,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.28,1003213890.0,73,2767495146,27494529,0.276774,0.258719,0.01696609,6.53055,60847754.0,6.45691,3624988797.0,10000000000.0,10000000000.0,1.2,-76.87635,2024-03-16 07:01:15.357000+00:00,0.22352,23.76693,2024-08-05 11:30:50.894000+00:00,2024-09-09 19:10:55.182000+00:00,0.0,N/A,0.0
jupiter-exchange-solana,JUP,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.73,986081991.0,74,7304311048,98213224,0.731487,0.696204,0.03104821,4.43446,40804188.0,4.31663,1350000000.0,10000000000.0,10000000000.0,2.0,-63.47586,2024-01-31 15:02:47.304000+00:00,0.457464,59.68197,2024-02-21 18:31:05.083000+00:00,2024-09-09 19:10:54.250000+00:00,0.0,N/A,0.0
gatechain-token,GT,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.52,979838942.0,75,2254934885,1334520,7.54,7.27,0.235171,3.2287,30184861.0,3.17851,130359277.56,300000000.0,,12.94,-41.95115,2021-05-12 11:39:16.531000+00:00,0.25754,2817.0593,2020-03-13 02:18:02.481000+00:00,2024-09-09 19:10:52.894000+00:00,0.0,N/A,0.0
sei-network,SEI,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.29,964118419.0,76,2921570966,152987209,0.293147,0.274463,0.01643266,5.95981,54845467.0,6.03179,3300000000.0,10000000000.0,,1.14,-74.46402,2024-03-16 02:30:23.904000+00:00,0.095364,205.18737,2023-10-19 08:05:30.655000+00:00,2024-09-09 19:10:39.064000+00:00,0.0,N/A,0.0
kucoin-shares,KCS,Kucoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.07,950374497.0,77,1151883891,99593,8.05,7.8,0.193938,2.46269,21823573.0,2.35028,117906971.29,142906971.29,,28.83,-72.14341,2021-12-01 15:09:35.541000+00:00,0.342863,2242.34117,2019-02-07 00:00:00+00:00,2024-09-09 19:10:54.115000+00:00,0.0,N/A,0.0
jasmycoin,JASMY,Jasmycoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02,930241031.0,78,960595860,67052042,0.01927931,0.01803614,0.00107903,5.94637,50690200.0,5.76319,48419999999.31,50000000000.0,50000000000.0,4.79,-99.59973,2021-02-16 03:53:32.207000+00:00,0.00275026,597.15294,2022-12-29 20:41:09.113000+00:00,2024-09-09 19:10:54.200000+00:00,0.0,N/A,0.0
bitcoin-cash-sv,BSV,Bitcoin Sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,46.27,912083587.0,79,969596073,15572906,46.53,43.93,2.09,4.71967,39758756.0,4.55779,19754365.62,21000000.0,21000000.0,489.75,-90.58657,2021-04-16 17:09:04.630000+00:00,21.43,115.08138,2023-06-10 04:32:12.266000+00:00,2024-09-09 19:10:50.991000+00:00,0.0,N/A,0.0
ondo-finance,ONDO,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.63,909276444.0,80,6297954413,61913197,0.630253,0.578006,0.04896113,8.40395,68333930.0,8.12587,1443764727.59,10000000000.0,10000000000.0,1.48,-57.47927,2024-06-03 08:29:55.744000+00:00,0.082171,665.20568,2024-01-18 12:14:30.524000+00:00,2024-09-09 19:10:38.577000+00:00,0.0,N/A,0.0
celestia,TIA,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.28,897384002.0,82,4570279247,88717108,4.28,3.97,0.30207,7.59909,63829453.0,7.6575,209865445.56,1068821917.81,,20.85,-79.52758,2024-02-10 14:30:02.495000+00:00,2.08,104.88021,2023-10-31 15:14:31.951000+00:00,2024-09-09 19:10:51.577000+00:00,0.0,N/A,0.0
lido-dao,LDO,Lido Dao,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.0,897176761.0,81,1002109989,97731827,1.005,0.91275,0.085487,9.31527,75711372.0,9.21662,895287714.36,1000000000.0,1000000000.0,7.3,-86.29998,2021-08-20 08:35:20.158000+00:00,0.40615,146.33652,2022-06-18 20:55:12.035000+00:00,2024-09-09 19:10:53.687000+00:00,0.0,N/A,0.0
bittorrent,BTT,Bittorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.0,876429798.0,83,896120528,71051891,9.40334e-07,8.79033e-07,-3.3915019946e-08,-3.60991,-26688893.91650355,-2.95519,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-73.80853,2022-01-21 04:00:31.909000+00:00,3.65368e-07,145.97635,2023-10-13 05:10:41.241000+00:00,2024-09-09 19:10:51.481000+00:00,0.0,N/A,0.0
renzo-restaked-eth,EZETH,Renzo Restaked Eth,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2380.58,865501385.0,84,865501385,18046883,2390.26,2306.1,65.09,2.81117,19472344.0,2.30162,363567.32,363567.32,,4106.74,-42.04703,2024-03-12 00:44:29.429000+00:00,2198.04,8.27735,2024-01-26 08:09:59.848000+00:00,2024-09-09 19:10:38.807000+00:00,0.0,N/A,0.0
paypal-usd,PYUSD,Paypal Usd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,1.0,859985650.0,85,859985650,36388663,1.008,0.994255,0.00159017,0.15906,-24934655.202666044,-2.81773,859315340.69,859315340.69,,1.021,-2.11839,2023-10-23 22:44:57.056000+00:00,0.972731,2.71224,2024-01-03 12:05:24.231000+00:00,2024-09-09 19:10:54.823000+00:00,0.0,N/A,0.0
notcoin,NOT,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.01,852867035.0,86,852867035,173668283,0.00840679,0.00756857,0.00072206,9.49928,73111161.0,9.37616,102474423008.24,102474423008.24,,0.02836145,-70.63464,2024-06-02 18:00:38.587000+00:00,0.00461057,80.6382,2024-05-24 07:12:14.147000+00:00,2024-09-09 19:10:55.075000+00:00,0.0,N/A,0.0
ronin-bridged-weth-ronin,WETH,Ronin Bridged Weth (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2352.97,848714722.0,87,848714722,632507,2350.03,2254.95,72.88,3.19641,26555664.0,3.22999,360699.59,360699.59,,2807.8,-16.26199,2024-08-24 17:07:47.789000+00:00,2169.58,8.37091,2024-09-06 20:55:57.053000+00:00,2024-09-09 19:10:55.509000+00:00,0.0,N/A,0.0
coredaoorg,CORE,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.92,835190461.0,88,1929930055,29944397,0.92059,0.872895,0.04160817,4.73458,35789178.0,4.477,908789395.25,2100000000.0,2100000000.0,6.14,-85.09093,2023-02-08 12:55:39.828000+00:00,0.334237,174.04452,2023-11-03 01:20:55.441000+00:00,2024-09-09 19:10:52.011000+00:00,0.0,N/A,0.0
fasttoken,FTN,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.54,826443492.0,89,2230575526,108429100,2.55,2.46,0.03356461,1.34095,11013627.0,1.35065,326046020.37,880000000.0,1000000000.0,2.61,-2.97014,2024-09-04 15:47:36.977000+00:00,0.398142,535.77282,2023-01-21 10:15:39.503000+00:00,2024-09-09 19:10:52.763000+00:00,0.0,N/A,0.0
flow,FLOW,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.54,826176827.0,90,826176827,22010154,0.542417,0.514445,0.0244787,4.74636,36446700.0,4.61508,1530332564.49,1530332564.49,,42.4,-98.72806,2021-04-05 13:49:10.098000+00:00,0.391969,37.57943,2023-09-11 19:41:06.528000+00:00,2024-09-09 19:10:53.523000+00:00,0.0,N/A,0.0
mantra-dao,OM,Mantra,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.96,811083606.0,91,855070425,32588912,0.965065,0.863289,0.095963,11.07904,80964006.0,11.08914,843162368.65,888888888.0,888888888.0,1.41,-31.89383,2024-07-21 23:11:14.036000+00:00,0.01726188,5478.45544,2023-10-12 17:25:09.068000+00:00,2024-09-09 19:10:54.166000+00:00,0.0,N/A,0.0
ether-fi-staked-eth,EETH,Ether.Fi Staked Eth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2337.31,788035717.0,92,4658793436,29691,2347.04,2268.54,62.55,2.74969,17032669.0,2.20916,337081.67,1992795.31,,5307.23,-55.95957,2024-08-06 16:16:30.007000+00:00,2155.76,8.42257,2024-02-08 11:26:30.368000+00:00,2024-09-09 19:10:52.489000+00:00,0.0,N/A,0.0
klay-token,KLAY,Klaytn,https://coin-images.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.14,785651336.0,93,786837847,15815544,0.135915,0.126944,0.00737391,5.77043,43374118.0,5.84339,5806693656.95,5815463072.82,,4.34,-96.87887,2021-03-30 03:44:28.828000+00:00,0.06044,124.06337,2020-04-29 08:19:34.574000+00:00,2024-09-09 19:10:28.597000+00:00,0.0,N/A,0.0
based-brett,BRETT,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.08,761856365.0,94,761856365,26507498,0.077471,0.069042,0.00727493,10.44705,72616679.0,10.53577,9910171606.58,9910171607.0,9999998988.0,0.193328,-60.26899,2024-06-09 12:55:51.835000+00:00,0.00084753,8962.96499,2024-02-29 08:40:24.951000+00:00,2024-09-09 19:10:51.592000+00:00,0.0,N/A,0.0
starknet,STRK,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.42,755901111.0,95,4247117950,121477669,0.44008,0.409637,-0.000927823134373618,-0.21789,-317961.0984271765,-0.04205,1779797783.0,10000000000.0,10000000000.0,4.41,-90.39496,2024-02-20 12:05:13.556000+00:00,0.321161,32.00026,2024-08-05 13:30:55.185000+00:00,2024-09-09 19:10:25.790000+00:00,0.0,N/A,0.0
gala,GALA,Gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02,739295037.0,96,739295861,66400665,0.01927178,0.01818723,0.00101751,5.57876,38120214.0,5.43662,38459936949.4,38459979835.04,50000000000.0,0.824837,-97.67691,2021-11-26 01:03:48.731000+00:00,0.00013475,14120.26104,2020-12-28 08:46:48.367000+00:00,2024-09-09 19:10:53.907000+00:00,0.0,N/A,0.0
eos,EOS,Eos,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.49,737654221.0,97,1023443369,95378148,0.488721,0.467681,0.01960726,4.18978,29827769.0,4.21399,1513590210.29,2100000000.0,2100000000.0,22.71,-97.85816,2018-04-29 07:50:33.540000+00:00,0.408029,19.21657,2024-08-05 06:45:13.453000+00:00,2024-09-09 19:10:52.657000+00:00,-0.5074891419390185,usd,-50.74891419390185
usdd,USDD,Usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,1.0,737220823.0,98,737220823,2916920,1.005,0.994811,0.0026453,0.26497,727166.0,0.09873,737234378.17,737234378.17,,1.052,-4.91386,2023-10-23 22:45:25.398000+00:00,0.928067,7.7653,2022-06-19 16:15:11.558000+00:00,2024-09-09 19:10:39.989000+00:00,0.0,N/A,0.0
elrond-erd-2,EGLD,Multiversx,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,26.36,721660708.0,99,721660708,21447485,26.39,24.78,1.45,5.835,39503679.0,5.79099,27392619.0,27392619.0,31415926.0,545.64,-95.17785,2021-11-23 10:33:26.737000+00:00,6.51,304.37898,2020-10-07 01:44:53.554000+00:00,2024-09-09 19:10:53.120000+00:00,0.0,N/A,0.0
flare-networks,FLR,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01,708947842.0,100,1509838165,5298968,0.01476162,0.01425313,0.00033622,2.3342,33512202.0,4.96157,48116602653.72,102473381989.77,,0.150073,-90.18041,2023-01-10 03:14:05.921000+00:00,0.00827405,78.10559,2023-10-19 03:35:41.663000+00:00,2024-09-09 19:10:22.919000+00:00,0.0,N/A,0.0
